timestamp_utc,activity_label,consumption_m3_per_min,dishwasher_running,has_activity,occupied,total_m3,washing_machine_running
2022-11-09 00:46:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:47:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:48:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:49:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:50:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:51:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:52:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:53:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:54:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:55:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:56:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:57:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:58:00+0000,,0.0,False,,True,469.281,False
2022-11-09 00:59:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:00:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:01:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:02:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:03:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:04:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:05:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:06:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:07:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:08:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:09:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:10:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:11:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:12:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:13:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:14:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:15:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:16:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:17:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:18:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:19:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:20:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:21:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:22:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:23:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:24:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:25:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:26:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:27:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:28:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:29:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:30:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:31:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:32:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:33:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:34:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:35:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:36:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:37:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:38:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:39:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:40:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:41:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:42:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:43:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:44:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:45:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:46:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:47:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:48:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:49:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:50:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:51:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:52:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:53:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:54:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:55:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:56:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:57:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:58:00+0000,,0.0,False,,True,469.281,False
2022-11-09 01:59:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:00:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:01:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:02:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:03:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:04:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:05:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:06:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:07:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:08:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:09:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:10:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:11:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:12:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:13:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:14:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:15:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:16:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:17:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:18:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:19:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:20:00+0000,,0.0,False,,True,469.281,False
2022-11-09 02:21:00+0000,,0.004000000000019,False,,True,469.285,False
2022-11-09 02:22:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:23:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:24:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:25:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:26:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:27:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:28:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:29:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:30:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:31:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:32:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:33:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:34:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:35:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:36:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:37:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:38:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:39:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:40:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:41:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:42:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:43:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:44:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:45:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:46:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:47:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:48:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:49:00+0000,,0.0,False,,True,469.285,False
2022-11-09 02:50:00+0000,,0.0039999999999622,False,,True,469.289,False
2022-11-09 02:51:00+0000,,0.0060000000000286,False,,True,469.295,False
2022-11-09 02:52:00+0000,,0.0,False,,True,469.295,False
2022-11-09 02:53:00+0000,,0.0,False,,True,469.295,False
2022-11-09 02:54:00+0000,,0.0,False,,True,469.295,False
2022-11-09 02:55:00+0000,,0.0,False,,True,469.295,False
2022-11-09 02:56:00+0000,,0.0,False,,True,469.295,False
2022-11-09 02:57:00+0000,,0.0,False,,True,469.295,False
2022-11-09 02:58:00+0000,,0.0,False,,True,469.295,False
2022-11-09 02:59:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:00:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:01:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:02:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:03:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:04:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:05:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:06:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:07:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:08:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:09:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:10:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:11:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:12:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:13:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:14:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:15:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:16:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:17:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:18:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:19:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:20:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:21:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:22:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:23:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:24:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:25:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:26:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:27:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:28:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:29:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:30:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:31:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:32:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:33:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:34:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:35:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:36:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:37:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:38:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:39:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:40:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:41:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:42:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:43:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:44:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:45:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:46:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:47:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:48:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:49:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:50:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:51:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:52:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:53:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:54:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:55:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:56:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:57:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:58:00+0000,,0.0,False,,True,469.295,False
2022-11-09 03:59:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:00:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:01:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:02:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:03:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:04:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:05:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:06:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:07:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:08:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:09:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:10:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:11:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:12:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:13:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:14:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:15:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:16:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:17:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:18:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:19:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:20:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:21:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:22:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:23:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:24:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:25:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:26:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:27:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:28:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:29:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:30:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:31:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:32:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:33:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:34:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:35:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:36:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:37:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:38:00+0000,,0.0,False,,True,469.295,False
2022-11-09 04:39:00+0000,,0.0020000000000095,False,,True,469.297,False
2022-11-09 04:40:00+0000,,0.0,False,,True,469.297,False
2022-11-09 04:41:00+0000,,0.0059999999999718,False,,True,469.303,False
2022-11-09 04:42:00+0000,,0.0090000000000145,False,,True,469.312,False
2022-11-09 04:43:00+0000,,0.0090000000000145,False,,True,469.321,False
2022-11-09 04:44:00+0000,,0.0099999999999909,False,,True,469.331,False
2022-11-09 04:45:00+0000,,0.0109999999999672,False,,True,469.342,False
2022-11-09 04:46:00+0000,,0.01400000000001,False,,True,469.356,False
2022-11-09 04:47:00+0000,,0.0060000000000286,False,,True,469.362,False
2022-11-09 04:48:00+0000,,0.0089999999999577,False,,True,469.371,False
2022-11-09 04:49:00+0000,,0.0,False,,True,469.371,False
2022-11-09 04:50:00+0000,,0.0,False,,True,469.371,False
2022-11-09 04:51:00+0000,,0.0,False,,True,469.371,False
2022-11-09 04:52:00+0000,,0.0010000000000331,False,,True,469.372,False
2022-11-09 04:53:00+0000,,0.0,False,,True,469.372,False
2022-11-09 04:54:00+0000,,0.0,False,,True,469.372,False
2022-11-09 04:55:00+0000,,0.0,False,,True,469.372,False
2022-11-09 04:56:00+0000,,0.0,False,,True,469.372,False
2022-11-09 04:57:00+0000,,0.0,False,,True,469.372,False
2022-11-09 04:58:00+0000,,0.0,False,,True,469.372,False
2022-11-09 04:59:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:00:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:01:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:02:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:03:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:04:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:05:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:06:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:07:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:08:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:09:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:10:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:11:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:12:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:13:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:14:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:15:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:16:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:17:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:18:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:19:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:20:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:21:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:22:00+0000,,0.0,False,,True,469.372,False
2022-11-09 05:23:00+0000,,0.0039999999999622,False,,True,469.376,False
2022-11-09 05:24:00+0000,,0.0,False,,True,469.376,False
2022-11-09 05:25:00+0000,,0.0,False,,True,469.376,False
2022-11-09 05:26:00+0000,,0.0,False,,True,469.376,False
2022-11-09 05:27:00+0000,,0.0060000000000286,False,,True,469.382,False
2022-11-09 05:28:00+0000,,0.0079999999999813,False,,True,469.39,False
2022-11-09 05:29:00+0000,,0.0060000000000286,False,,True,469.396,False
2022-11-09 05:30:00+0000,,0.0109999999999672,False,,True,469.407,False
2022-11-09 05:31:00+0000,,0.004000000000019,False,,True,469.411,False
2022-11-09 05:32:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:33:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:34:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:35:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:36:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:37:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:38:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:39:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:40:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:41:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:42:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:43:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:44:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:45:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:46:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:47:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:48:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:49:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:50:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:51:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:52:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:53:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:54:00+0000,,0.0,False,,True,469.411,False
2022-11-09 05:55:00+0000,,0.004000000000019,False,,True,469.415,False
2022-11-09 05:56:00+0000,,0.0039999999999622,False,,True,469.419,False
2022-11-09 05:57:00+0000,,0.0,False,,True,469.419,False
2022-11-09 05:58:00+0000,,0.0,False,,True,469.419,False
2022-11-09 05:59:00+0000,,0.0,False,,True,469.419,False
2022-11-09 06:00:00+0000,,0.0,False,,True,469.419,False
2022-11-09 06:01:00+0000,,0.0,False,,True,469.419,False
2022-11-09 06:02:00+0000,,0.0,False,,True,469.419,False
2022-11-09 06:03:00+0000,,0.0,False,,True,469.419,False
2022-11-09 06:04:00+0000,,0.0010000000000331,False,,True,469.42,False
2022-11-09 06:05:00+0000,,0.0,False,,True,469.42,False
2022-11-09 06:06:00+0000,,0.0,False,,True,469.42,False
2022-11-09 06:07:00+0000,,0.00100000000009,False,,True,469.4210000000001,False
2022-11-09 06:08:00+0000,,0.0,False,,True,469.4210000000001,False
2022-11-09 06:09:00+0000,,0.0009999999999195,False,,True,469.422,False
2022-11-09 06:10:00+0000,,0.0,False,,True,469.422,False
2022-11-09 06:11:00+0000,,0.0,False,,True,469.422,False
2022-11-09 06:12:00+0000,,0.0,False,,True,469.422,False
2022-11-09 06:13:00+0000,,0.0009999999999763,False,,True,469.423,False
2022-11-09 06:14:00+0000,,0.0,False,,True,469.423,False
2022-11-09 06:15:00+0000,,0.0,False,,True,469.423,False
2022-11-09 06:16:00+0000,,0.0,False,,True,469.423,False
2022-11-09 06:17:00+0000,,0.0,False,,True,469.423,False
2022-11-09 06:18:00+0000,,0.0009999999999763,False,,True,469.424,False
2022-11-09 06:19:00+0000,,0.0,False,,True,469.424,False
2022-11-09 06:20:00+0000,,0.0,False,,True,469.424,False
2022-11-09 06:21:00+0000,,0.0,False,,True,469.424,False
2022-11-09 06:22:00+0000,,0.0,False,,True,469.424,False
2022-11-09 06:23:00+0000,,0.0010000000000331,False,,True,469.425,False
2022-11-09 06:24:00+0000,,0.0,False,,True,469.425,False
2022-11-09 06:25:00+0000,,0.0,False,,True,469.425,False
2022-11-09 06:26:00+0000,,0.0,False,,True,469.425,False
2022-11-09 06:27:00+0000,,0.0,False,,True,469.425,False
2022-11-09 06:28:00+0000,,0.0009999999999763,False,,True,469.426,False
2022-11-09 06:29:00+0000,,0.0,False,,True,469.426,False
2022-11-09 06:30:00+0000,,0.0,False,,True,469.426,False
2022-11-09 06:31:00+0000,,0.0,False,,True,469.426,False
2022-11-09 06:32:00+0000,,0.0,False,,True,469.426,False
2022-11-09 06:33:00+0000,,0.0010000000000331,False,,True,469.427,False
2022-11-09 06:34:00+0000,,0.0,False,,True,469.427,False
2022-11-09 06:35:00+0000,,0.0,False,,True,469.427,False
2022-11-09 06:36:00+0000,,0.0,False,,True,469.427,False
2022-11-09 06:37:00+0000,,0.0,False,,True,469.427,False
2022-11-09 06:38:00+0000,,0.0009999999999763,False,,True,469.428,False
2022-11-09 06:39:00+0000,,0.0,False,,True,469.428,False
2022-11-09 06:40:00+0000,,0.0009999999999763,False,,True,469.429,False
2022-11-09 06:41:00+0000,,0.0010000000000331,False,,True,469.43,False
2022-11-09 06:42:00+0000,,0.0,False,,True,469.43,False
2022-11-09 06:43:00+0000,,0.0009999999999763,False,,True,469.431,False
2022-11-09 06:44:00+0000,,0.0,False,,True,469.431,False
2022-11-09 06:45:00+0000,,0.0,False,,True,469.431,False
2022-11-09 06:46:00+0000,,0.0,False,,True,469.431,False
2022-11-09 06:47:00+0000,,0.0060000000000286,False,,True,469.437,False
2022-11-09 06:48:00+0000,,0.0029999999999859,False,,True,469.44,False
2022-11-09 06:49:00+0000,,0.0,False,,True,469.44,False
2022-11-09 06:50:00+0000,,0.0,False,,True,469.44,False
2022-11-09 06:51:00+0000,,0.0,False,,True,469.44,False
2022-11-09 06:52:00+0000,,0.0,False,,True,469.44,False
2022-11-09 06:53:00+0000,,0.0,False,,True,469.44,False
2022-11-09 06:54:00+0000,,0.0,False,,True,469.44,False
2022-11-09 06:55:00+0000,,0.0009999999999763,False,,True,469.441,False
2022-11-09 06:56:00+0000,,0.0,False,,True,469.441,False
2022-11-09 06:57:00+0000,,0.0,False,,True,469.441,False
2022-11-09 06:58:00+0000,,0.0,False,,True,469.441,False
2022-11-09 06:59:00+0000,,0.0010000000000331,False,,True,469.442,False
2022-11-09 07:00:00+0000,,0.0,False,,True,469.442,False
2022-11-09 07:01:00+0000,,0.0,False,,True,469.442,False
2022-11-09 07:02:00+0000,,0.0,False,,True,469.442,False
2022-11-09 07:03:00+0000,,0.0009999999999763,False,,True,469.443,False
2022-11-09 07:04:00+0000,,0.0,False,,True,469.443,False
2022-11-09 07:05:00+0000,,0.0,False,,True,469.443,False
2022-11-09 07:06:00+0000,,0.0,False,,True,469.443,False
2022-11-09 07:07:00+0000,,0.0,False,,True,469.443,False
