time,total_m3
2022-12-08 12:22:08+00:00,486.31399999999996
2022-12-08 12:22:20+00:00,486.31399999999996
2022-12-08 12:22:33+00:00,486.31399999999996
2022-12-08 12:22:44+00:00,486.31399999999996
2022-12-08 12:22:56+00:00,486.31399999999996
2022-12-08 12:23:08+00:00,486.31499999999994
2022-12-08 12:23:19+00:00,486.317
2022-12-08 12:23:32+00:00,486.31899999999996
2022-12-08 12:23:43+00:00,486.321
2022-12-08 12:23:55+00:00,486.323
2022-12-08 12:24:07+00:00,486.323
2022-12-08 12:24:19+00:00,486.323
2022-12-08 12:24:31+00:00,486.323
2022-12-08 12:24:43+00:00,486.323
2022-12-08 12:24:53+00:00,486.323
2022-12-08 12:24:55+00:00,486.323
2022-12-08 12:25:07+00:00,486.323
2022-12-08 12:25:18+00:00,486.323
2022-12-08 12:25:30+00:00,486.323
2022-12-08 12:25:42+00:00,486.323
2022-12-08 12:25:54+00:00,486.323
2022-12-08 12:26:06+00:00,486.32399999999996
2022-12-08 12:26:17+00:00,486.32399999999996
2022-12-08 12:26:29+00:00,486.32399999999996
2022-12-08 12:26:41+00:00,486.32399999999996
2022-12-08 12:26:53+00:00,486.32399999999996
2022-12-08 12:27:05+00:00,486.32500000000005
2022-12-08 12:27:17+00:00,486.32500000000005
2022-12-08 12:27:29+00:00,486.32500000000005
2022-12-08 12:27:41+00:00,486.32500000000005
2022-12-08 12:27:53+00:00,486.32500000000005
2022-12-08 12:28:04+00:00,486.326
2022-12-08 12:28:16+00:00,486.326
2022-12-08 12:28:28+00:00,486.326
2022-12-08 12:28:40+00:00,486.326
2022-12-08 12:28:52+00:00,486.326
2022-12-08 12:29:04+00:00,486.327
2022-12-08 12:29:15+00:00,486.32899999999995
2022-12-08 12:29:27+00:00,486.331
2022-12-08 12:29:39+00:00,486.33299999999997
2022-12-08 12:29:51+00:00,486.33500000000004
2022-12-08 12:30:02+00:00,486.33500000000004
2022-12-08 12:30:14+00:00,486.33500000000004
2022-12-08 12:30:26+00:00,486.33500000000004
2022-12-08 12:30:38+00:00,486.33500000000004
2022-12-08 12:30:50+00:00,486.33500000000004
2022-12-08 12:31:01+00:00,486.33500000000004
2022-12-08 12:31:13+00:00,486.33500000000004
2022-12-08 12:31:25+00:00,486.33500000000004
2022-12-08 12:31:37+00:00,486.33500000000004
2022-12-08 12:31:49+00:00,486.33500000000004
2022-12-08 12:32:01+00:00,486.33500000000004
2022-12-08 12:32:13+00:00,486.33500000000004
2022-12-08 12:32:25+00:00,486.33500000000004
2022-12-08 12:32:36+00:00,486.33500000000004
2022-12-08 12:32:48+00:00,486.33500000000004
2022-12-08 12:33:00+00:00,486.33500000000004
2022-12-08 12:33:12+00:00,486.33500000000004
2022-12-08 12:33:24+00:00,486.33500000000004
2022-12-08 12:33:35+00:00,486.33500000000004
2022-12-08 12:33:47+00:00,486.33500000000004
2022-12-08 12:33:59+00:00,486.33500000000004
2022-12-08 12:34:11+00:00,486.33500000000004
2022-12-08 12:34:23+00:00,486.33500000000004
2022-12-08 12:34:35+00:00,486.33500000000004
2022-12-08 12:34:46+00:00,486.33500000000004
2022-12-08 12:34:58+00:00,486.33500000000004
2022-12-08 12:35:10+00:00,486.336
2022-12-08 12:35:22+00:00,486.33799999999997
2022-12-08 12:35:34+00:00,486.34000000000003
2022-12-08 12:35:46+00:00,486.342
2022-12-08 12:35:58+00:00,486.34299999999996
2022-12-08 12:36:10+00:00,486.34299999999996
2022-12-08 12:36:22+00:00,486.34299999999996
2022-12-08 12:36:33+00:00,486.34299999999996
2022-12-08 12:36:45+00:00,486.34299999999996
2022-12-08 12:37:09+00:00,486.34299999999996
2022-12-08 12:37:21+00:00,486.34299999999996
2022-12-08 12:37:33+00:00,486.34299999999996
2022-12-08 12:37:45+00:00,486.34299999999996
2022-12-08 12:37:56+00:00,486.34299999999996
2022-12-08 12:38:09+00:00,486.34299999999996
2022-12-08 12:38:20+00:00,486.34299999999996
2022-12-08 12:38:32+00:00,486.34299999999996
2022-12-08 12:38:44+00:00,486.34299999999996
2022-12-08 12:38:56+00:00,486.34299999999996
2022-12-08 12:39:08+00:00,486.34299999999996
2022-12-08 12:39:20+00:00,486.34299999999996
2022-12-08 12:39:32+00:00,486.34299999999996
2022-12-08 12:39:39+00:00,486.34299999999996
2022-12-08 12:39:55+00:00,486.34299999999996
2022-12-08 12:40:07+00:00,486.34299999999996
2022-12-08 12:40:19+00:00,486.34299999999996
2022-12-08 12:40:31+00:00,486.34299999999996
2022-12-08 12:40:43+00:00,486.34299999999996
2022-12-08 12:40:55+00:00,486.34299999999996
2022-12-08 12:41:06+00:00,486.34400000000005
2022-12-08 12:41:18+00:00,486.346
2022-12-08 12:41:30+00:00,486.34799999999996
2022-12-08 12:41:43+00:00,486.35
2022-12-08 12:41:54+00:00,486.352
2022-12-08 12:42:06+00:00,486.352
2022-12-08 12:42:18+00:00,486.352
2022-12-08 12:42:30+00:00,486.352
2022-12-08 12:42:42+00:00,486.352
2022-12-08 12:42:54+00:00,486.352
2022-12-08 12:43:06+00:00,486.352
2022-12-08 12:43:18+00:00,486.352
2022-12-08 12:43:30+00:00,486.352
2022-12-08 12:43:42+00:00,486.352
2022-12-08 12:43:54+00:00,486.352
2022-12-08 12:44:06+00:00,486.352
2022-12-08 12:44:18+00:00,486.352
2022-12-08 12:44:30+00:00,486.352
2022-12-08 12:44:41+00:00,486.352
2022-12-08 12:44:53+00:00,486.352
2022-12-08 12:45:05+00:00,486.352
2022-12-08 12:45:17+00:00,486.352
2022-12-08 12:45:29+00:00,486.352
2022-12-08 12:45:41+00:00,486.352
2022-12-08 12:45:53+00:00,486.352
2022-12-08 12:46:05+00:00,486.352
2022-12-08 12:46:17+00:00,486.352
2022-12-08 12:46:29+00:00,486.352
2022-12-08 12:46:41+00:00,486.352
2022-12-08 12:46:53+00:00,486.352
2022-12-08 12:47:05+00:00,486.35299999999995
2022-12-08 12:47:16+00:00,486.355
2022-12-08 12:47:28+00:00,486.356
2022-12-08 12:47:40+00:00,486.356
2022-12-08 12:47:52+00:00,486.356
2022-12-08 12:48:05+00:00,486.35699999999997
2022-12-08 12:48:16+00:00,486.35699999999997
2022-12-08 12:48:28+00:00,486.35699999999997
2022-12-08 12:48:40+00:00,486.35699999999997
2022-12-08 12:48:52+00:00,486.35699999999997
2022-12-08 12:49:04+00:00,486.35699999999997
2022-12-08 12:49:16+00:00,486.35699999999997
2022-12-08 12:49:27+00:00,486.35699999999997
2022-12-08 12:49:39+00:00,486.35699999999997
2022-12-08 12:49:51+00:00,486.35699999999997
2022-12-08 12:50:03+00:00,486.35799999999995
2022-12-08 12:50:15+00:00,486.35799999999995
2022-12-08 12:50:26+00:00,486.35799999999995
2022-12-08 12:50:38+00:00,486.35799999999995
2022-12-08 12:50:50+00:00,486.35799999999995
2022-12-08 12:51:02+00:00,486.35799999999995
2022-12-08 12:51:14+00:00,486.35799999999995
2022-12-08 12:51:26+00:00,486.35799999999995
2022-12-08 12:51:38+00:00,486.35799999999995
2022-12-08 12:51:50+00:00,486.35799999999995
2022-12-08 12:52:01+00:00,486.35799999999995
2022-12-08 12:52:13+00:00,486.35799999999995
2022-12-08 12:52:25+00:00,486.35799999999995
2022-12-08 12:52:38+00:00,486.35799999999995
2022-12-08 12:52:50+00:00,486.35900000000004
2022-12-08 12:53:01+00:00,486.35900000000004
2022-12-08 12:53:13+00:00,486.35900000000004
2022-12-08 12:53:25+00:00,486.361
2022-12-08 12:53:37+00:00,486.36299999999994
2022-12-08 12:53:48+00:00,486.36299999999994
2022-12-08 12:54:00+00:00,486.36299999999994
2022-12-08 12:54:12+00:00,486.36299999999994
2022-12-08 12:54:25+00:00,486.36299999999994
2022-12-08 12:54:26+00:00,486.36299999999994
2022-12-08 12:54:36+00:00,486.36299999999994
2022-12-08 12:54:48+00:00,486.36299999999994
2022-12-08 12:55:00+00:00,486.36299999999994
2022-12-08 12:55:11+00:00,486.36299999999994
2022-12-08 12:55:24+00:00,486.36299999999994
2022-12-08 12:55:35+00:00,486.36299999999994
2022-12-08 12:55:47+00:00,486.36299999999994
2022-12-08 12:55:59+00:00,486.36299999999994
2022-12-08 12:56:11+00:00,486.36299999999994
2022-12-08 12:56:23+00:00,486.36299999999994
2022-12-08 12:56:35+00:00,486.36400000000003
2022-12-08 12:56:47+00:00,486.36400000000003
2022-12-08 12:56:59+00:00,486.36400000000003
2022-12-08 12:57:11+00:00,486.36400000000003
2022-12-08 12:57:23+00:00,486.36400000000003
2022-12-08 12:57:34+00:00,486.36400000000003
2022-12-08 12:57:46+00:00,486.36400000000003
2022-12-08 12:57:58+00:00,486.36400000000003
