time,total_m3
2022-11-28 14:00:03+00:00,481.077
2022-11-28 14:00:15+00:00,481.077
2022-11-28 14:00:27+00:00,481.077
2022-11-28 14:00:39+00:00,481.077
2022-11-28 14:00:41+00:00,481.077
2022-11-28 14:00:50+00:00,481.077
2022-11-28 14:01:03+00:00,481.077
2022-11-28 14:01:14+00:00,481.077
2022-11-28 14:01:26+00:00,481.077
2022-11-28 14:01:38+00:00,481.077
2022-11-28 14:01:50+00:00,481.077
2022-11-28 14:02:02+00:00,481.077
2022-11-28 14:02:13+00:00,481.077
2022-11-28 14:02:25+00:00,481.077
2022-11-28 14:02:37+00:00,481.077
2022-11-28 14:02:49+00:00,481.077
2022-11-28 14:03:01+00:00,481.077
2022-11-28 14:03:13+00:00,481.077
2022-11-28 14:03:25+00:00,481.077
2022-11-28 14:03:37+00:00,481.077
2022-11-28 14:03:49+00:00,481.077
2022-11-28 14:04:00+00:00,481.077
2022-11-28 14:04:12+00:00,481.077
2022-11-28 14:04:24+00:00,481.077
2022-11-28 14:04:36+00:00,481.077
2022-11-28 14:04:48+00:00,481.077
2022-11-28 14:05:00+00:00,481.077
2022-11-28 14:05:12+00:00,481.077
2022-11-28 14:05:24+00:00,481.077
2022-11-28 14:05:35+00:00,481.077
2022-11-28 14:05:47+00:00,481.077
2022-11-28 14:06:00+00:00,481.077
2022-11-28 14:06:12+00:00,481.077
2022-11-28 14:06:23+00:00,481.077
2022-11-28 14:06:35+00:00,481.077
2022-11-28 14:06:46+00:00,481.077
2022-11-28 14:06:58+00:00,481.077
2022-11-28 14:07:10+00:00,481.077
2022-11-28 14:07:22+00:00,481.077
2022-11-28 14:07:34+00:00,481.077
2022-11-28 14:07:46+00:00,481.077
2022-11-28 14:07:58+00:00,481.077
2022-11-28 14:08:09+00:00,481.077
2022-11-28 14:08:21+00:00,481.077
2022-11-28 14:08:33+00:00,481.077
2022-11-28 14:08:44+00:00,481.077
2022-11-28 14:08:56+00:00,481.077
2022-11-28 14:09:08+00:00,481.078
2022-11-28 14:09:20+00:00,481.08000000000004
2022-11-28 14:09:32+00:00,481.081
2022-11-28 14:09:44+00:00,481.081
2022-11-28 14:09:55+00:00,481.081
2022-11-28 14:10:07+00:00,481.081
2022-11-28 14:10:19+00:00,481.081
2022-11-28 14:10:31+00:00,481.081
2022-11-28 14:10:43+00:00,481.081
2022-11-28 14:10:54+00:00,481.081
2022-11-28 14:11:06+00:00,481.081
2022-11-28 14:11:18+00:00,481.081
2022-11-28 14:11:30+00:00,481.081
2022-11-28 14:11:43+00:00,481.081
2022-11-28 14:11:54+00:00,481.081
2022-11-28 14:12:05+00:00,481.081
